words,ocurrences
panic,721
fear,2072
sad,2747
mental,1059
mind,1185
sorry,2120
shame,1054
hate,1135
hell,1128
bad,2681
feel,2786
feeling,836
shit,2274
worst,2314
worse,1905
blame,1954
lonely,103
chaos,459
mad,465
ruined,174
anxiety,558
stress,611
stressed,133
phobia,7
shame,1054
hurt,353
disorder,75
loneliness,78
turmoil,55
anger,205
horror,174
rage,81
fate,69
nervous,68
restless,11
depression,432
grief,241
worry,829
worried,645
angst,26
depressed,54
suicide,266
suffer,395
suffering,1087
uncertainty,319
uneasy,11
sadness,79
afraid,527
alone,1320
suicidal,36
mood,151
tension,43
anxious,136
desperate,329
dismal,12
exhausted,53
insecure,40
distress,118
distressed,30
frustration,90
disgusting,518
boredom,101
bored,280
insane,304
stupidity,395
bullshit,566
uncertain,189
displeased,141
uncomfortable,58
melancholy,5
overwhelmed,283
pessimistic,17
unhappy,24
upset,185
outrage,139
ass,832
damn,1094
covidiot,119
terrify,10
terrified,112
terrifying,206
distrust,46
scare,268
scared,476
scaring,28
dread,27
failed,1366
failed,1366
failure,1820
fuck,1837
fucking,1574
miserable,50
regret,65
shock,204
shocked,197
negligence,300
betrayed,74
cry,235
crying,244
idiot,807
idiots,598
selfish,337
upheaval,22
mess,411
crisis,10224
horrible,423
violence,664
abuse,1155
rape,49
stupid,1547
