words,ocurrences
panic,522
fear,1839
sad,1336
mental,1382
mind,1124
sorry,1104
shame,714
hate,1107
hell,998
bad,2539
feel,2217
feeling,718
shit,2310
worst,1595
worse,1916
blame,1373
lonely,121
chaos,255
mad,398
ruined,99
anxiety,519
stress,649
stressed,153
phobia,6
shame,714
hurt,419
disorder,67
loneliness,202
turmoil,147
anger,151
horror,79
rage,52
fate,57
nervous,117
restless,11
depression,324
grief,176
worry,796
worried,855
angst,9
depressed,73
suicide,192
suffer,570
suffering,710
uncertainty,396
uneasy,6
sadness,36
afraid,473
alone,767
suicidal,25
mood,109
tension,110
anxious,144
desperate,222
dismal,16
exhausted,60
insecure,40
distress,95
distressed,28
frustration,67
disgusting,390
boredom,22
bored,148
insane,260
stupidity,462
bullshit,470
uncertain,216
displeased,5
uncomfortable,97
melancholy,2
overwhelmed,223
pessimistic,33
unhappy,37
upset,157
outrage,93
ass,1007
damn,1296
covidiot,110
terrify,3
terrified,87
terrifying,103
distrust,25
scare,253
scared,463
scaring,34
dread,19
failed,1065
failed,1065
failure,1127
fuck,1918
fucking,1805
miserable,39
regret,216
shock,228
shocked,226
negligence,234
betrayed,143
cry,177
crying,160
idiot,966
idiots,589
selfish,623
upheaval,23
mess,326
crisis,7325
horrible,267
violence,733
abuse,374
rape,89
stupid,1987
