words,ocurrences
panic,151
fear,322
sad,299
mental,131
mind,196
sorry,176
shame,75
hate,245
hell,295
bad,462
feel,392
feeling,143
shit,368
worst,262
worse,227
blame,128
lonely,11
chaos,109
mad,44
ruined,81
anxiety,51
stress,72
stressed,11
phobia,1
shame,75
hurt,54
disorder,6
loneliness,5
turmoil,3
anger,13
horror,12
rage,9
fate,11
nervous,9
restless,0
depression,20
grief,34
worry,118
worried,104
angst,1
depressed,12
suicide,29
suffer,50
suffering,132
uncertainty,78
uneasy,1
sadness,10
afraid,67
alone,199
suicidal,5
mood,17
tension,4
anxious,9
desperate,70
dismal,1
exhausted,26
insecure,4
distress,13
distressed,1
frustration,20
disgusting,50
boredom,2
bored,14
insane,56
stupidity,47
bullshit,95
uncertain,18
displeased,0
uncomfortable,8
melancholy,0
overwhelmed,109
pessimistic,6
unhappy,4
upset,19
outrage,2
ass,94
damn,273
covidiot,15
terrify,0
terrified,11
terrifying,28
distrust,8
scare,130
scared,80
scaring,9
dread,2
failed,117
failed,117
failure,101
fuck,852
fucking,303
miserable,16
regret,21
shock,28
shocked,37
negligence,25
betrayed,1
cry,89
crying,88
idiot,56
idiots,63
selfish,55
upheaval,1
mess,54
crisis,244
horrible,37
violence,53
abuse,25
rape,7
stupid,199
