words,ocurrences
panic,3163
fear,1812
sad,949
mental,499
mind,932
sorry,972
shame,641
hate,1114
hell,1047
bad,2379
feel,2200
feeling,818
shit,3427
worst,1210
worse,1527
blame,1001
lonely,68
chaos,446
mad,465
ruined,139
anxiety,871
stress,377
stressed,144
phobia,10
shame,641
hurt,342
disorder,19
loneliness,35
turmoil,34
anger,73
horror,108
rage,44
fate,51
nervous,97
restless,6
depression,131
grief,43
worry,817
worried,1047
angst,11
depressed,43
suicide,62
suffer,272
suffering,419
uncertainty,254
uneasy,12
sadness,31
afraid,475
alone,709
suicidal,15
mood,236
tension,32
anxious,217
desperate,159
dismal,6
exhausted,34
insecure,35
distress,73
distressed,7
frustration,26
disgusting,490
boredom,48
bored,183
insane,336
stupidity,257
bullshit,498
uncertain,126
displeased,2
uncomfortable,33
melancholy,0
overwhelmed,201
pessimistic,1
unhappy,15
upset,148
outrage,68
ass,1400
damn,1436
covidiot,2
terrify,6
terrified,162
terrifying,150
distrust,20
scare,607
scared,846
scaring,51
dread,18
failed,578
failed,578
failure,435
fuck,2836
fucking,2278
miserable,37
regret,90
shock,148
shocked,180
negligence,75
betrayed,8
cry,170
crying,211
idiot,849
idiots,502
selfish,489
upheaval,12
mess,317
crisis,4227
horrible,262
violence,97
abuse,94
rape,49
stupid,1283
