words,ocurrences
panic,606
fear,2262
sad,1608
mental,1541
mind,1472
sorry,1131
shame,921
hate,1105
hell,1658
bad,2791
feel,2472
feeling,750
shit,2018
worst,1543
worse,1750
blame,1383
lonely,86
chaos,309
mad,356
ruined,183
anxiety,578
stress,616
stressed,134
phobia,5
shame,921
hurt,395
disorder,77
loneliness,153
turmoil,45
anger,191
horror,387
rage,94
fate,125
nervous,83
restless,13
depression,527
grief,184
worry,786
worried,637
angst,7
depressed,90
suicide,361
suffer,465
suffering,859
uncertainty,295
uneasy,11
sadness,58
afraid,505
alone,1076
suicidal,31
mood,113
tension,57
anxious,149
desperate,323
dismal,14
exhausted,73
insecure,28
distress,114
distressed,21
frustration,191
disgusting,400
boredom,46
bored,191
insane,321
stupidity,424
bullshit,596
uncertain,311
displeased,7
uncomfortable,74
melancholy,4
overwhelmed,225
pessimistic,20
unhappy,32
upset,163
outrage,132
ass,811
damn,911
covidiot,128
terrify,5
terrified,76
terrifying,172
distrust,39
scare,246
scared,483
scaring,37
dread,24
failed,1337
failed,1337
failure,1096
fuck,1595
fucking,1394
miserable,58
regret,92
shock,285
shocked,228
negligence,239
betrayed,30
cry,240
crying,238
idiot,728
idiots,716
selfish,481
upheaval,22
mess,624
crisis,8861
horrible,353
violence,637
abuse,460
rape,57
stupid,1691
