words,ocurrences
panic,241
fear,921
sad,1019
mental,724
mind,608
sorry,755
shame,495
hate,497
hell,702
bad,1446
feel,1544
feeling,560
shit,1353
worst,1068
worse,1009
blame,467
lonely,51
chaos,175
mad,218
ruined,65
anxiety,251
stress,464
stressed,73
phobia,8
shame,495
hurt,205
disorder,42
loneliness,54
turmoil,22
anger,62
horror,76
rage,97
fate,54
nervous,86
restless,5
depression,175
grief,167
worry,572
worried,639
angst,3
depressed,31
suicide,176
suffer,254
suffering,501
uncertainty,182
uneasy,5
sadness,52
afraid,254
alone,577
suicidal,21
mood,59
tension,28
anxious,69
desperate,136
dismal,8
exhausted,91
insecure,22
distress,38
distressed,13
frustration,32
disgusting,411
boredom,11
bored,40
insane,161
stupidity,163
bullshit,465
uncertain,64
displeased,0
uncomfortable,49
melancholy,1
overwhelmed,196
pessimistic,8
unhappy,14
upset,65
outrage,84
ass,459
damn,777
covidiot,95
terrify,8
terrified,41
terrifying,61
distrust,67
scare,192
scared,255
scaring,19
dread,8
failed,678
failed,678
failure,578
fuck,1457
fucking,1034
miserable,41
regret,52
shock,122
shocked,124
negligence,138
betrayed,13
cry,211
crying,280
idiot,350
idiots,284
selfish,286
upheaval,15
mess,273
crisis,2001
horrible,269
violence,247
abuse,129
rape,22
stupid,703
