words,ocurrences
panic,48
fear,368
sad,235
mental,423
mind,222
sorry,231
shame,149
hate,201
hell,254
bad,480
feel,448
feeling,128
shit,328
worst,217
worse,362
blame,234
lonely,4
chaos,30
mad,54
ruined,15
anxiety,114
stress,118
stressed,28
phobia,1
shame,149
hurt,78
disorder,30
loneliness,17
turmoil,12
anger,44
horror,40
rage,18
fate,10
nervous,12
restless,17
depression,79
grief,45
worry,114
worried,115
angst,5
depressed,12
suicide,26
suffer,66
suffering,122
uncertainty,59
uneasy,1
sadness,5
afraid,82
alone,243
suicidal,19
mood,13
tension,7
anxious,26
desperate,60
dismal,3
exhausted,22
insecure,14
distress,20
distressed,6
frustration,21
disgusting,131
boredom,1
bored,6
insane,124
stupidity,82
bullshit,119
uncertain,23
displeased,0
uncomfortable,11
melancholy,0
overwhelmed,40
pessimistic,1
unhappy,2
upset,34
outrage,25
ass,143
damn,194
covidiot,19
terrify,3
terrified,10
terrifying,28
distrust,15
scare,75
scared,63
scaring,7
dread,2
failed,189
failed,189
failure,198
fuck,330
fucking,277
miserable,7
regret,14
shock,54
shocked,64
negligence,38
betrayed,1
cry,39
crying,19
idiot,135
idiots,117
selfish,69
upheaval,3
mess,65
crisis,812
horrible,52
violence,154
abuse,70
rape,12
stupid,313
