words,ocurrences
panic,315
fear,1556
sad,1191
mental,946
mind,718
sorry,750
shame,705
hate,732
hell,859
bad,2094
feel,1394
feeling,440
shit,1363
worst,1205
worse,1652
blame,898
lonely,42
chaos,197
mad,266
ruined,88
anxiety,402
stress,405
stressed,73
phobia,3
shame,705
hurt,285
disorder,52
loneliness,46
turmoil,28
anger,106
horror,121
rage,75
fate,81
nervous,57
restless,4
depression,272
grief,89
worry,514
worried,748
angst,13
depressed,34
suicide,218
suffer,341
suffering,792
uncertainty,329
uneasy,5
sadness,29
afraid,338
alone,610
suicidal,17
mood,118
tension,25
anxious,74
desperate,240
dismal,17
exhausted,78
insecure,24
distress,64
distressed,12
frustration,38
disgusting,520
boredom,9
bored,98
insane,261
stupidity,308
bullshit,362
uncertain,96
displeased,0
uncomfortable,31
melancholy,2
overwhelmed,328
pessimistic,9
unhappy,18
upset,91
outrage,64
ass,687
damn,838
covidiot,185
terrify,9
terrified,119
terrifying,141
distrust,22
scare,247
scared,302
scaring,27
dread,9
failed,1522
failed,1522
failure,1463
fuck,1254
fucking,1107
miserable,37
regret,43
shock,108
shocked,160
negligence,242
betrayed,33
cry,120
crying,120
idiot,659
idiots,329
selfish,275
upheaval,12
mess,376
crisis,3374
horrible,303
violence,255
abuse,200
rape,96
stupid,1251
