words,ocurrences
panic,377
fear,1423
sad,1169
mental,1349
mind,944
sorry,1076
shame,663
hate,765
hell,902
bad,2125
feel,1894
feeling,622
shit,1678
worst,1542
worse,1777
blame,1012
lonely,64
chaos,260
mad,263
ruined,139
anxiety,614
stress,772
stressed,137
phobia,3
shame,663
hurt,429
disorder,74
loneliness,71
turmoil,48
anger,107
horror,219
rage,65
fate,53
nervous,89
restless,7
depression,1156
grief,128
worry,590
worried,755
angst,7
depressed,137
suicide,253
suffer,417
suffering,1137
uncertainty,376
uneasy,8
sadness,53
afraid,361
alone,928
suicidal,25
mood,86
tension,37
anxious,108
desperate,281
dismal,24
exhausted,74
insecure,29
distress,74
distressed,15
frustration,62
disgusting,367
boredom,33
bored,59
insane,307
stupidity,301
bullshit,601
uncertain,204
displeased,0
uncomfortable,64
melancholy,5
overwhelmed,175
pessimistic,29
unhappy,18
upset,130
outrage,79
ass,727
damn,1124
covidiot,174
terrify,3
terrified,74
terrifying,98
distrust,15
scare,197
scared,367
scaring,20
dread,12
failed,1106
failed,1106
failure,1771
fuck,1362
fucking,1191
miserable,56
regret,125
shock,158
shocked,195
negligence,183
betrayed,11
cry,146
crying,105
idiot,574
idiots,401
selfish,351
upheaval,23
mess,358
crisis,4825
horrible,362
violence,335
abuse,308
rape,46
stupid,1105
