words,ocurrences
panic,97
fear,537
sad,485
mental,232
mind,253
sorry,370
shame,225
hate,249
hell,348
bad,788
feel,579
feeling,170
shit,591
worst,333
worse,568
blame,281
lonely,9
chaos,118
mad,105
ruined,52
anxiety,83
stress,90
stressed,17
phobia,0
shame,225
hurt,75
disorder,39
loneliness,6
turmoil,9
anger,36
horror,37
rage,27
fate,32
nervous,23
restless,0
depression,63
grief,43
worry,176
worried,230
angst,2
depressed,10
suicide,57
suffer,125
suffering,228
uncertainty,57
uneasy,4
sadness,7
afraid,134
alone,213
suicidal,10
mood,12
tension,0
anxious,29
desperate,81
dismal,7
exhausted,39
insecure,1
distress,15
distressed,8
frustration,35
disgusting,173
boredom,20
bored,11
insane,134
stupidity,250
bullshit,139
uncertain,20
displeased,0
uncomfortable,14
melancholy,0
overwhelmed,75
pessimistic,4
unhappy,1
upset,32
outrage,60
ass,158
damn,305
covidiot,93
terrify,1
terrified,32
terrifying,41
distrust,13
scare,59
scared,135
scaring,12
dread,5
failed,221
failed,221
failure,204
fuck,550
fucking,520
miserable,16
regret,61
shock,61
shocked,53
negligence,33
betrayed,9
cry,41
crying,44
idiot,170
idiots,249
selfish,146
upheaval,1
mess,117
crisis,822
horrible,84
violence,216
abuse,67
rape,10
stupid,669
