word,count
the,84080
to,57849
covid,50456
of,44871
19,42687
and,36767
in,34289
is,27498
for,27387
covid19,25722
you,18309
it,17545
are,17045
this,16289
that,16002
vaccine,15648
on,14767
with,13139
have,12608
not,12250
as,11583
coronavirus,11542
from,11370
people,11266
2021,11164
be,10461
they,10052
cases,9851
at,9665
08,9530
we,9325
amp,8583
by,8110
more,7821
new,7690
get,7678
has,7659
all,7369
who,7360
will,6977
capacity,6801
your,6338
but,6304
can,6274
or,6268
if,6210
about,6021
was,6001
what,5985
he,5956
their,5947
vaccinated,5928
so,5667
no,5486
after,5031
how,4970
now,4922
vaccines,4867
an,4822
do,4739
18,4563
just,4488
up,4485
been,4454
pandemic,4431
out,4352
health,4304
one,4199
our,4178
deaths,4171
there,4135
against,4101
don,4019
available,3975
via,3953
were,3937
age,3904
his,3858
than,3789
us,3746
23,3746
cowin,3741
like,3705
my,3692
vaccination,3488
dates,3468
here,3457
news,3455
covishield,3427
virus,3411
limit,3384
when,3360
min,3352
pune,3318
pin,3305
dose1,3299
dose2,3299
vaccinepune,3299
over,3193
why,3147
had,3031
test,2965
them,2952
other,2910
24,2893
re,2869
should,2851
many,2843
masks,2831
positive,2828
also,2753
time,2740
know,2710
need,2697
whatshappeninginmyanmar,2663
would,2630
take,2625
only,2616
stop,2613
because,2580
democracy,2579
since,2540
children,2539
000,2539
these,2510
aug22coup,2497
use,2490
being,2455
some,2453
mask,2448
22,2418
trump,2397
me,2381
nug,2352
hospital,2348
due,2343
death,2338
today,2312
see,2292
still,2289
delta,2269
day,2254
getting,2238
world,2202
those,2160
year,2147
first,2139
even,2123
around,2107
could,2098
good,2096
last,2094
data,2055
says,2054
please,2028
australia,2022
pmc,2015
died,2009
state,2006
patients,1998
most,1973
its,1943
said,1929
florida,1928
spread,1912
25,1907
going,1889
government,1868
go,1863
help,1833
school,1816
which,1815
any,1801
her,1800
shot,1788
well,1788
care,1787
right,1786
risk,1782
radio,1771
into,1766
testing,1731
work,1722
may,1715
want,1708
human,1686
daily,1675
think,1673
very,1664
nsw,1662
jackson,1652
lockdown,1651
make,1645
august,1644
rights,1641
hospitalized,1628
kids,1627
back,1608
tests,1598
week,1590
way,1588
did,1584
before,1582
anti,1571
during,1567
days,1566
12,1565
free,1564
100,1559
public,1559
say,1545
unvaccinated,1534
country,1525
then,1521
ivermectin,1509
fda,1498
restrictions,1495
fully,1493
let,1489
jesse,1487
10,1486
too,1470
face,1462
ve,1453
variant,1450
read,1440
dead,1439
dies,1439
aug,1436
got,1432
much,1417
rate,1408
host,1407
live,1406
does,1404
20,1397
high,1389
never,1381
under,1373
every,1370
number,1365
where,1346
home,1334
while,1333
dose,1329
down,1328
another,1321
latest,1308
keep,1308
forced,1295
residents,1292
wife,1290
infection,1290
two,1289
really,1286
she,1284
safe,1282
life,1280
200,1277
medical,1277
reports,1271
science,1265
long,1262
alabama,1255
study,1249
pfizer,1242
50,1241
treatment,1211
months,1207
case,1205
die,1202
infections,1201
years,1194
through,1193
same,1191
india,1184
subject,1178
crimesagainsthumanity,1168
must,1166
uk,1156
doesn,1151
update,1147
hours,1147
tested,1144
violation,1144
everyone,1142
reported,1137
blatant,1137
locations,1135
total,1125
dogs,1124
homes,1124
china,1119
media,1114
26,1110
won,1102
disease,1100
cdc,1100
million,1098
surge,1090
dr,1089
south,1087
99,1084
him,1075
off,1073
thanks,1070
biden,1069
again,1069
21,1061
times,1052
full,1050
rally,1045
lost,1041
27,1038
texas,1033
report,1033
family,1029
45,1028
schools,1028
better,1022
infected,1020
give,1017
impacted,1002
states,997
yet,996
numbers,995
man,995
post,991
show,988
taking,984
2020,983
civilians,980
valentine,972
real,967
conservative,967
great,963
least,961
doses,959
council,957
didn,953
flooding,950
phil,949
am,949
county,946
end,941
migrated,940
