words,ocurrences
panic,198
fear,884
sad,649
mental,406
mind,468
sorry,602
shame,392
hate,416
hell,653
bad,1276
feel,891
feeling,303
shit,1404
worst,1239
worse,964
blame,523
lonely,83
chaos,485
mad,143
ruined,90
anxiety,154
stress,187
stressed,43
phobia,0
shame,392
hurt,226
disorder,18
loneliness,50
turmoil,9
anger,83
horror,74
rage,35
fate,70
nervous,30
restless,2
depression,168
grief,80
worry,393
worried,420
angst,11
depressed,27
suicide,143
suffer,343
suffering,580
uncertainty,96
uneasy,1
sadness,35
afraid,198
alone,602
suicidal,5
mood,29
tension,21
anxious,44
desperate,115
dismal,5
exhausted,61
insecure,8
distress,35
distressed,7
frustration,27
disgusting,275
boredom,8
bored,25
insane,151
stupidity,216
bullshit,353
uncertain,52
displeased,1
uncomfortable,17
melancholy,2
overwhelmed,192
pessimistic,9
unhappy,7
upset,90
outrage,38
ass,593
damn,758
covidiot,88
terrify,1
terrified,44
terrifying,80
distrust,26
scare,161
scared,213
scaring,15
dread,9
failed,581
failed,581
failure,395
fuck,1306
fucking,1029
miserable,36
regret,26
shock,107
shocked,130
negligence,110
betrayed,19
cry,116
crying,63
idiot,381
idiots,247
selfish,417
upheaval,8
mess,153
crisis,1465
horrible,184
violence,509
abuse,114
rape,23
stupid,769
