words,ocurrences
panic,546
fear,2302
sad,1569
mental,3203
mind,1473
sorry,1248
shame,772
hate,1265
hell,1304
bad,3185
feel,2909
feeling,851
shit,2579
worst,1664
worse,1951
blame,1521
lonely,81
chaos,704
mad,456
ruined,191
anxiety,784
stress,1085
stressed,195
phobia,10
shame,772
hurt,456
disorder,321
loneliness,145
turmoil,85
anger,160
horror,127
rage,117
fate,98
nervous,119
restless,9
depression,635
grief,225
worry,855
worried,941
angst,11
depressed,106
suicide,956
suffer,564
suffering,1142
uncertainty,565
uneasy,20
sadness,57
afraid,592
alone,1230
suicidal,32
mood,155
tension,63
anxious,223
desperate,434
dismal,34
exhausted,100
insecure,51
distress,197
distressed,42
frustration,76
disgusting,506
boredom,50
bored,151
insane,370
stupidity,393
bullshit,582
uncertain,349
displeased,2
uncomfortable,79
melancholy,1
overwhelmed,306
pessimistic,27
unhappy,44
upset,194
outrage,113
ass,954
damn,1093
covidiot,140
terrify,6
terrified,101
terrifying,237
distrust,32
scare,312
scared,570
scaring,43
dread,20
failed,1722
failed,1722
failure,1517
fuck,2070
fucking,1653
miserable,60
regret,140
shock,383
shocked,234
negligence,279
betrayed,30
cry,300
crying,244
idiot,730
idiots,614
selfish,368
upheaval,23
mess,478
crisis,12878
horrible,358
violence,675
abuse,635
rape,65
stupid,1827
