words,ocurrences
panic,163
fear,980
sad,518
mental,342
mind,378
sorry,461
shame,310
hate,355
hell,424
bad,997
feel,714
feeling,264
shit,1048
worst,906
worse,794
blame,419
lonely,43
chaos,147
mad,105
ruined,61
anxiety,141
stress,173
stressed,34
phobia,3
shame,310
hurt,211
disorder,12
loneliness,27
turmoil,14
anger,78
horror,57
rage,41
fate,48
nervous,25
restless,3
depression,134
grief,69
worry,303
worried,369
angst,4
depressed,32
suicide,111
suffer,190
suffering,375
uncertainty,91
uneasy,4
sadness,31
afraid,146
alone,476
suicidal,10
mood,42
tension,5
anxious,33
desperate,73
dismal,13
exhausted,48
insecure,9
distress,23
distressed,2
frustration,14
disgusting,219
boredom,3
bored,22
insane,98
stupidity,170
bullshit,227
uncertain,79
displeased,1
uncomfortable,16
melancholy,1
overwhelmed,149
pessimistic,2
unhappy,12
upset,71
outrage,22
ass,333
damn,462
covidiot,60
terrify,1
terrified,34
terrifying,85
distrust,20
scare,119
scared,143
scaring,14
dread,7
failed,595
failed,595
failure,364
fuck,895
fucking,724
miserable,25
regret,20
shock,92
shocked,109
negligence,113
betrayed,12
cry,66
crying,64
idiot,231
idiots,194
selfish,272
upheaval,15
mess,138
crisis,1291
horrible,144
violence,118
abuse,88
rape,20
stupid,653
