words,ocurrences
panic,98
fear,692
sad,354
mental,621
mind,325
sorry,280
shame,224
hate,1095
hell,327
bad,826
feel,857
feeling,305
shit,683
worst,442
worse,580
blame,387
lonely,24
chaos,148
mad,73
ruined,33
anxiety,329
stress,221
stressed,48
phobia,3
shame,224
hurt,125
disorder,29
loneliness,59
turmoil,15
anger,29
horror,45
rage,25
fate,21
nervous,32
restless,2
depression,84
grief,67
worry,204
worried,256
angst,1
depressed,26
suicide,103
suffer,611
suffering,230
uncertainty,124
uneasy,7
sadness,18
afraid,140
alone,488
suicidal,12
mood,38
tension,14
anxious,46
desperate,97
dismal,4
exhausted,33
insecure,14
distress,35
distressed,6
frustration,50
disgusting,78
boredom,9
bored,20
insane,86
stupidity,79
bullshit,162
uncertain,27
displeased,0
uncomfortable,40
melancholy,1
overwhelmed,85
pessimistic,7
unhappy,10
upset,46
outrage,39
ass,211
damn,295
covidiot,37
terrify,1
terrified,29
terrifying,50
distrust,16
scare,103
scared,138
scaring,7
dread,7
failed,267
failed,267
failure,485
fuck,628
fucking,505
miserable,16
regret,31
shock,83
shocked,131
negligence,59
betrayed,9
cry,79
crying,58
idiot,162
idiots,151
selfish,69
upheaval,5
mess,122
crisis,1307
horrible,82
violence,452
abuse,138
rape,61
stupid,396
