words,ocurrences
panic,172
fear,474
sad,254
mental,451
mind,387
sorry,320
shame,422
hate,318
hell,233
bad,606
feel,476
feeling,215
shit,545
worst,321
worse,339
blame,321
lonely,15
chaos,54
mad,70
ruined,39
anxiety,199
stress,199
stressed,69
phobia,2
shame,422
hurt,83
disorder,54
loneliness,11
turmoil,13
anger,45
horror,87
rage,15
fate,22
nervous,26
restless,2
depression,96
grief,52
worry,181
worried,183
angst,4
depressed,62
suicide,53
suffer,134
suffering,344
uncertainty,56
uneasy,4
sadness,21
afraid,145
alone,297
suicidal,9
mood,41
tension,16
anxious,48
desperate,45
dismal,6
exhausted,45
insecure,6
distress,32
distressed,0
frustration,15
disgusting,89
boredom,2
bored,20
insane,135
stupidity,95
bullshit,143
uncertain,34
displeased,1
uncomfortable,12
melancholy,0
overwhelmed,53
pessimistic,1
unhappy,3
upset,22
outrage,21
ass,187
damn,180
covidiot,18
terrify,2
terrified,15
terrifying,16
distrust,9
scare,176
scared,135
scaring,13
dread,9
failed,311
failed,311
failure,198
fuck,316
fucking,315
miserable,25
regret,27
shock,54
shocked,83
negligence,67
betrayed,20
cry,82
crying,111
idiot,212
idiots,141
selfish,63
upheaval,1
mess,91
crisis,902
horrible,76
violence,170
abuse,92
rape,17
stupid,383
