words,ocurrences
panic,239
fear,1000
sad,691
mental,978
mind,637
sorry,501
shame,390
hate,1030
hell,567
bad,1454
feel,1117
feeling,377
shit,1092
worst,1028
worse,1008
blame,648
lonely,53
chaos,430
mad,176
ruined,114
anxiety,350
stress,445
stressed,70
phobia,11
shame,390
hurt,169
disorder,43
loneliness,49
turmoil,43
anger,64
horror,72
rage,42
fate,79
nervous,45
restless,5
depression,227
grief,333
worry,452
worried,425
angst,4
depressed,27
suicide,201
suffer,251
suffering,505
uncertainty,267
uneasy,15
sadness,25
afraid,215
alone,1154
suicidal,39
mood,41
tension,33
anxious,96
desperate,164
dismal,7
exhausted,31
insecure,18
distress,76
distressed,14
frustration,38
disgusting,241
boredom,5
bored,49
insane,246
stupidity,185
bullshit,368
uncertain,105
displeased,1
uncomfortable,95
melancholy,2
overwhelmed,76
pessimistic,7
unhappy,25
upset,117
outrage,58
ass,434
damn,522
covidiot,59
terrify,2
terrified,34
terrifying,78
distrust,36
scare,147
scared,229
scaring,15
dread,11
failed,814
failed,814
failure,1050
fuck,1170
fucking,1206
miserable,28
regret,41
shock,278
shocked,169
negligence,100
betrayed,12
cry,103
crying,89
idiot,465
idiots,283
selfish,203
upheaval,13
mess,248
crisis,3411
horrible,134
violence,748
abuse,224
rape,34
stupid,1268
