words,ocurrences
panic,217
fear,972
sad,843
mental,899
mind,734
sorry,744
shame,428
hate,584
hell,741
bad,1664
feel,1451
feeling,540
shit,1501
worst,1102
worse,1113
blame,602
lonely,48
chaos,239
mad,220
ruined,102
anxiety,272
stress,350
stressed,96
phobia,4
shame,428
hurt,206
disorder,49
loneliness,55
turmoil,18
anger,128
horror,87
rage,78
fate,39
nervous,80
restless,5
depression,166
grief,117
worry,541
worried,482
angst,7
depressed,44
suicide,160
suffer,232
suffering,465
uncertainty,182
uneasy,4
sadness,36
afraid,248
alone,621
suicidal,20
mood,65
tension,13
anxious,106
desperate,138
dismal,11
exhausted,95
insecure,14
distress,69
distressed,6
frustration,136
disgusting,339
boredom,10
bored,45
insane,220
stupidity,255
bullshit,349
uncertain,96
displeased,0
uncomfortable,25
melancholy,1
overwhelmed,457
pessimistic,7
unhappy,25
upset,78
outrage,85
ass,472
damn,710
covidiot,122
terrify,3
terrified,64
terrifying,184
distrust,35
scare,162
scared,300
scaring,16
dread,18
failed,770
failed,770
failure,631
fuck,1562
fucking,1412
miserable,36
regret,100
shock,138
shocked,243
negligence,146
betrayed,6
cry,130
crying,110
idiot,399
idiots,378
selfish,254
upheaval,21
mess,438
crisis,2307
horrible,226
violence,242
abuse,216
rape,28
stupid,908
