words,ocurrences
panic,230
fear,594
sad,245
mental,223
mind,286
sorry,333
shame,192
hate,291
hell,462
bad,918
feel,539
feeling,256
shit,1082
worst,465
worse,496
blame,282
lonely,20
chaos,107
mad,64
ruined,39
anxiety,77
stress,83
stressed,30
phobia,0
shame,192
hurt,80
disorder,6
loneliness,10
turmoil,5
anger,19
horror,118
rage,17
fate,15
nervous,24
restless,1
depression,47
grief,30
worry,165
worried,150
angst,2
depressed,12
suicide,29
suffer,162
suffering,140
uncertainty,54
uneasy,5
sadness,16
afraid,136
alone,275
suicidal,3
mood,13
tension,3
anxious,17
desperate,53
dismal,8
exhausted,28
insecure,7
distress,14
distressed,4
frustration,25
disgusting,123
boredom,1
bored,12
insane,130
stupidity,83
bullshit,188
uncertain,32
displeased,0
uncomfortable,8
melancholy,0
overwhelmed,109
pessimistic,4
unhappy,4
upset,41
outrage,31
ass,315
damn,415
covidiot,23
terrify,4
terrified,28
terrifying,94
distrust,8
scare,137
scared,120
scaring,13
dread,4
failed,246
failed,246
failure,287
fuck,1008
fucking,706
miserable,26
regret,25
shock,65
shocked,55
negligence,34
betrayed,9
cry,47
crying,58
idiot,148
idiots,156
selfish,94
upheaval,13
mess,136
crisis,547
horrible,99
violence,53
abuse,81
rape,15
stupid,381
