words,ocurrences
panic,475
fear,1559
sad,1292
mental,1246
mind,999
sorry,919
shame,693
hate,895
hell,1175
bad,2655
feel,1922
feeling,642
shit,2177
worst,1672
worse,3967
blame,1284
lonely,51
chaos,348
mad,325
ruined,223
anxiety,524
stress,616
stressed,125
phobia,22
shame,693
hurt,339
disorder,64
loneliness,99
turmoil,47
anger,101
horror,125
rage,64
fate,61
nervous,81
restless,4
depression,364
grief,174
worry,662
worried,628
angst,5
depressed,99
suicide,192
suffer,421
suffering,719
uncertainty,445
uneasy,10
sadness,42
afraid,378
alone,915
suicidal,15
mood,66
tension,114
anxious,137
desperate,232
dismal,31
exhausted,62
insecure,80
distress,120
distressed,36
frustration,55
disgusting,378
boredom,21
bored,86
insane,264
stupidity,267
bullshit,511
uncertain,202
displeased,2
uncomfortable,68
melancholy,2
overwhelmed,357
pessimistic,30
unhappy,34
upset,125
outrage,107
ass,873
damn,1148
covidiot,101
terrify,4
terrified,67
terrifying,138
distrust,50
scare,248
scared,377
scaring,17
dread,15
failed,1286
failed,1286
failure,1256
fuck,1494
fucking,1645
miserable,52
regret,124
shock,179
shocked,199
negligence,223
betrayed,28
cry,153
crying,115
idiot,791
idiots,485
selfish,460
upheaval,31
mess,397
crisis,6428
horrible,289
violence,840
abuse,437
rape,56
stupid,1372
