words,ocurrences
panic,261
fear,896
sad,710
mental,760
mind,460
sorry,740
shame,409
hate,564
hell,496
bad,1486
feel,1012
feeling,309
shit,933
worst,1073
worse,1002
blame,583
lonely,37
chaos,140
mad,173
ruined,85
anxiety,226
stress,227
stressed,27
phobia,3
shame,409
hurt,175
disorder,18
loneliness,45
turmoil,12
anger,114
horror,85
rage,85
fate,26
nervous,21
restless,6
depression,168
grief,107
worry,408
worried,587
angst,2
depressed,31
suicide,230
suffer,189
suffering,439
uncertainty,131
uneasy,3
sadness,16
afraid,307
alone,492
suicidal,16
mood,57
tension,13
anxious,47
desperate,135
dismal,10
exhausted,49
insecure,13
distress,51
distressed,5
frustration,57
disgusting,235
boredom,11
bored,35
insane,176
stupidity,203
bullshit,321
uncertain,52
displeased,2
uncomfortable,42
melancholy,0
overwhelmed,231
pessimistic,4
unhappy,14
upset,64
outrage,57
ass,389
damn,539
covidiot,121
terrify,4
terrified,40
terrifying,83
distrust,27
scare,136
scared,199
scaring,16
dread,4
failed,876
failed,876
failure,627
fuck,763
fucking,679
miserable,36
regret,30
shock,105
shocked,105
negligence,293
betrayed,13
cry,59
crying,104
idiot,366
idiots,292
selfish,212
upheaval,6
mess,174
crisis,2074
horrible,176
violence,224
abuse,126
rape,42
stupid,879
