words,ocurrences
panic,357
fear,1253
sad,1300
mental,1412
mind,1093
sorry,764
shame,611
hate,718
hell,722
bad,2468
feel,1975
feeling,588
shit,1494
worst,3799
worse,1932
blame,1249
lonely,67
chaos,271
mad,240
ruined,121
anxiety,496
stress,592
stressed,117
phobia,2
shame,611
hurt,346
disorder,83
loneliness,112
turmoil,61
anger,178
horror,82
rage,85
fate,59
nervous,75
restless,10
depression,306
grief,147
worry,610
worried,752
angst,3
depressed,65
suicide,188
suffer,1094
suffering,719
uncertainty,379
uneasy,6
sadness,45
afraid,327
alone,915
suicidal,23
mood,90
tension,51
anxious,100
desperate,183
dismal,13
exhausted,62
insecure,38
distress,137
distressed,35
frustration,62
disgusting,251
boredom,33
bored,152
insane,182
stupidity,196
bullshit,361
uncertain,215
displeased,2
uncomfortable,66
melancholy,1
overwhelmed,239
pessimistic,11
unhappy,14
upset,139
outrage,127
ass,551
damn,770
covidiot,47
terrify,6
terrified,48
terrifying,78
distrust,20
scare,267
scared,339
scaring,30
dread,8
failed,975
failed,975
failure,1038
fuck,1270
fucking,963
miserable,34
regret,203
shock,251
shocked,215
negligence,288
betrayed,13
cry,349
crying,341
idiot,408
idiots,315
selfish,161
upheaval,47
mess,308
crisis,8469
horrible,210
violence,1020
abuse,387
rape,89
stupid,940
