words,ocurrences
panic,2762
fear,1758
sad,1284
mental,858
mind,1067
sorry,1294
shame,660
hate,1240
hell,1121
bad,2606
feel,2609
feeling,994
shit,3794
worst,1425
worse,1664
blame,1129
lonely,93
chaos,453
mad,515
ruined,182
anxiety,1153
stress,630
stressed,182
phobia,6
shame,660
hurt,390
disorder,47
loneliness,69
turmoil,73
anger,185
horror,132
rage,55
fate,65
nervous,77
restless,19
depression,319
grief,69
worry,904
worried,1186
angst,11
depressed,82
suicide,96
suffer,405
suffering,509
uncertainty,571
uneasy,11
sadness,50
afraid,465
alone,849
suicidal,21
mood,219
tension,39
anxious,307
desperate,198
dismal,5
exhausted,48
insecure,38
distress,84
distressed,9
frustration,45
disgusting,574
boredom,71
bored,307
insane,307
stupidity,297
bullshit,521
uncertain,302
displeased,2
uncomfortable,57
melancholy,3
overwhelmed,275
pessimistic,10
unhappy,20
upset,208
outrage,124
ass,1268
damn,1714
covidiot,1
terrify,2
terrified,131
terrifying,225
distrust,21
scare,615
scared,872
scaring,63
dread,20
failed,535
failed,535
failure,447
fuck,3201
fucking,2565
miserable,59
regret,152
shock,240
shocked,147
negligence,146
betrayed,23
cry,326
crying,426
idiot,720
idiots,513
selfish,565
upheaval,63
mess,381
crisis,7493
horrible,300
violence,147
abuse,143
rape,22
stupid,1361
