words,ocurrences
panic,57
fear,319
sad,240
mental,447
mind,265
sorry,252
shame,147
hate,133
hell,218
bad,487
feel,421
feeling,161
shit,408
worst,283
worse,415
blame,200
lonely,5
chaos,68
mad,61
ruined,19
anxiety,101
stress,149
stressed,20
phobia,5
shame,147
hurt,57
disorder,21
loneliness,15
turmoil,4
anger,31
horror,20
rage,21
fate,11
nervous,9
restless,2
depression,77
grief,38
worry,150
worried,97
angst,2
depressed,9
suicide,35
suffer,96
suffering,164
uncertainty,40
uneasy,1
sadness,9
afraid,112
alone,234
suicidal,2
mood,288
tension,8
anxious,20
desperate,45
dismal,7
exhausted,25
insecure,9
distress,21
distressed,3
frustration,10
disgusting,253
boredom,1
bored,15
insane,95
stupidity,71
bullshit,254
uncertain,25
displeased,1
uncomfortable,10
melancholy,0
overwhelmed,52
pessimistic,0
unhappy,10
upset,35
outrage,48
ass,144
damn,170
covidiot,43
terrify,2
terrified,10
terrifying,21
distrust,8
scare,43
scared,77
scaring,7
dread,5
failed,422
failed,422
failure,188
fuck,355
fucking,359
miserable,11
regret,154
shock,45
shocked,53
negligence,58
betrayed,8
cry,26
crying,21
idiot,172
idiots,128
selfish,103
upheaval,5
mess,78
crisis,795
horrible,51
violence,96
abuse,118
rape,9
stupid,333
