words,ocurrences
panic,317
fear,1074
sad,2508
mental,809
mind,746
sorry,1387
shame,634
hate,780
hell,1054
bad,2267
feel,1841
feeling,567
shit,2182
worst,1260
worse,1568
blame,809
lonely,46
chaos,217
mad,254
ruined,134
anxiety,275
stress,361
stressed,67
phobia,7
shame,634
hurt,230
disorder,40
loneliness,117
turmoil,83
anger,103
horror,98
rage,68
fate,85
nervous,50
restless,6
depression,172
grief,157
worry,533
worried,628
angst,3
depressed,100
suicide,235
suffer,359
suffering,723
uncertainty,147
uneasy,4
sadness,79
afraid,359
alone,791
suicidal,31
mood,75
tension,30
anxious,85
desperate,149
dismal,10
exhausted,113
insecure,16
distress,41
distressed,8
frustration,75
disgusting,392
boredom,10
bored,49
insane,247
stupidity,327
bullshit,553
uncertain,53
displeased,1
uncomfortable,42
melancholy,0
overwhelmed,410
pessimistic,41
unhappy,43
upset,109
outrage,56
ass,768
damn,1313
covidiot,2119
terrify,20
terrified,60
terrifying,249
distrust,57
scare,224
scared,302
scaring,43
dread,20
failed,906
failed,906
failure,864
fuck,2738
fucking,1917
miserable,60
regret,58
shock,145
shocked,233
negligence,175
betrayed,22
cry,161
crying,191
idiot,526
idiots,549
selfish,448
upheaval,9
mess,352
crisis,2037
horrible,351
violence,229
abuse,165
rape,35
stupid,1331
