words,ocurrences
panic,265
fear,1376
sad,1108
mental,1001
mind,911
sorry,916
shame,539
hate,785
hell,879
bad,1989
feel,1676
feeling,523
shit,1577
worst,1306
worse,1402
blame,1131
lonely,37
chaos,245
mad,279
ruined,132
anxiety,608
stress,585
stressed,122
phobia,13
shame,539
hurt,369
disorder,55
loneliness,59
turmoil,50
anger,112
horror,83
rage,57
fate,67
nervous,95
restless,11
depression,385
grief,121
worry,555
worried,638
angst,9
depressed,55
suicide,142
suffer,361
suffering,686
uncertainty,411
uneasy,11
sadness,46
afraid,322
alone,819
suicidal,19
mood,83
tension,47
anxious,105
desperate,381
dismal,18
exhausted,27
insecure,48
distress,82
distressed,27
frustration,41
disgusting,267
boredom,19
bored,96
insane,231
stupidity,360
bullshit,448
uncertain,144
displeased,1
uncomfortable,48
melancholy,1
overwhelmed,120
pessimistic,13
unhappy,30
upset,143
outrage,111
ass,696
damn,927
covidiot,149
terrify,2
terrified,88
terrifying,78
distrust,25
scare,217
scared,323
scaring,22
dread,17
failed,1330
failed,1330
failure,1296
fuck,1407
fucking,1354
miserable,53
regret,263
shock,225
shocked,381
negligence,212
betrayed,28
cry,110
crying,111
idiot,618
idiots,421
selfish,341
upheaval,22
mess,487
crisis,4100
horrible,231
violence,360
abuse,227
rape,125
stupid,1255
