words,ocurrences
panic,1388
fear,1426
sad,843
mental,735
mind,767
sorry,903
shame,890
hate,917
hell,1275
bad,1815
feel,1528
feeling,562
shit,2453
worst,1187
worse,1279
blame,863
lonely,86
chaos,728
mad,327
ruined,134
anxiety,291
stress,394
stressed,64
phobia,9
shame,890
hurt,199
disorder,49
loneliness,82
turmoil,67
anger,101
horror,81
rage,61
fate,32
nervous,75
restless,2
depression,162
grief,126
worry,1136
worried,801
angst,10
depressed,36
suicide,208
suffer,333
suffering,798
uncertainty,234
uneasy,5
sadness,36
afraid,268
alone,773
suicidal,28
mood,70
tension,35
anxious,68
desperate,190
dismal,13
exhausted,78
insecure,28
distress,48
distressed,10
frustration,36
disgusting,633
boredom,13
bored,29
insane,252
stupidity,206
bullshit,734
uncertain,82
displeased,1
uncomfortable,39
melancholy,2
overwhelmed,242
pessimistic,19
unhappy,32
upset,115
outrage,171
ass,859
damn,927
covidiot,81
terrify,6
terrified,47
terrifying,97
distrust,70
scare,201
scared,323
scaring,18
dread,14
failed,777
failed,777
failure,579
fuck,2643
fucking,1966
miserable,73
regret,45
shock,130
shocked,148
negligence,138
betrayed,33
cry,116
crying,140
idiot,533
idiots,418
selfish,398
upheaval,26
mess,329
crisis,3590
horrible,275
violence,249
abuse,195
rape,37
stupid,1047
