words,ocurrences
panic,473
fear,1256
sad,1472
mental,1042
mind,988
sorry,1151
shame,641
hate,1154
hell,858
bad,3708
feel,1709
feeling,529
shit,2226
worst,1268
worse,1926
blame,1349
lonely,46
chaos,198
mad,308
ruined,107
anxiety,428
stress,609
stressed,71
phobia,2
shame,641
hurt,297
disorder,62
loneliness,54
turmoil,44
anger,87
horror,84
rage,67
fate,52
nervous,53
restless,10
depression,230
grief,88
worry,534
worried,589
angst,8
depressed,39
suicide,118
suffer,305
suffering,736
uncertainty,196
uneasy,7
sadness,33
afraid,573
alone,671
suicidal,16
mood,75
tension,75
anxious,56
desperate,193
dismal,31
exhausted,70
insecure,21
distress,59
distressed,10
frustration,48
disgusting,640
boredom,58
bored,192
insane,343
stupidity,477
bullshit,628
uncertain,101
displeased,3
uncomfortable,63
melancholy,1
overwhelmed,103
pessimistic,10
unhappy,23
upset,134
outrage,124
ass,1108
damn,1065
covidiot,107
terrify,7
terrified,85
terrifying,84
distrust,13
scare,235
scared,453
scaring,40
dread,24
failed,926
failed,926
failure,1082
fuck,1809
fucking,1996
miserable,57
regret,67
shock,198
shocked,202
negligence,243
betrayed,25
cry,137
crying,130
idiot,1330
idiots,578
selfish,371
upheaval,28
mess,231
crisis,3958
horrible,332
violence,514
abuse,243
rape,60
stupid,2133
