words,ocurrences
panic,43
fear,315
sad,165
mental,421
mind,191
sorry,147
shame,165
hate,164
hell,161
bad,402
feel,372
feeling,143
shit,274
worst,257
worse,293
blame,208
lonely,7
chaos,40
mad,62
ruined,41
anxiety,108
stress,105
stressed,33
phobia,10
shame,165
hurt,49
disorder,11
loneliness,8
turmoil,5
anger,45
horror,28
rage,7
fate,4
nervous,15
restless,3
depression,76
grief,31
worry,126
worried,180
angst,0
depressed,16
suicide,46
suffer,141
suffering,219
uncertainty,48
uneasy,0
sadness,13
afraid,85
alone,245
suicidal,7
mood,17
tension,25
anxious,24
desperate,38
dismal,3
exhausted,11
insecure,8
distress,61
distressed,2
frustration,8
disgusting,53
boredom,1
bored,18
insane,52
stupidity,53
bullshit,129
uncertain,17
displeased,0
uncomfortable,9
melancholy,0
overwhelmed,20
pessimistic,2
unhappy,12
upset,30
outrage,18
ass,87
damn,103
covidiot,10
terrify,0
terrified,15
terrifying,24
distrust,6
scare,82
scared,62
scaring,4
dread,1
failed,208
failed,208
failure,164
fuck,243
fucking,173
miserable,17
regret,25
shock,37
shocked,91
negligence,49
betrayed,5
cry,24
crying,23
idiot,137
idiots,63
selfish,34
upheaval,2
mess,67
crisis,1006
horrible,47
violence,195
abuse,39
rape,25
stupid,238
