words,ocurrences
panic,79
fear,233
sad,204
mental,153
mind,217
sorry,174
shame,124
hate,144
hell,204
bad,408
feel,313
feeling,143
shit,415
worst,177
worse,232
blame,136
lonely,8
chaos,48
mad,147
ruined,21
anxiety,54
stress,48
stressed,11
phobia,1
shame,124
hurt,63
disorder,17
loneliness,6
turmoil,4
anger,14
horror,14
rage,13
fate,6
nervous,16
restless,1
depression,32
grief,25
worry,101
worried,93
angst,2
depressed,6
suicide,37
suffer,70
suffering,157
uncertainty,21
uneasy,2
sadness,20
afraid,79
alone,175
suicidal,2
mood,8
tension,2
anxious,5
desperate,42
dismal,1
exhausted,14
insecure,8
distress,11
distressed,1
frustration,2
disgusting,186
boredom,0
bored,11
insane,68
stupidity,61
bullshit,124
uncertain,4
displeased,0
uncomfortable,6
melancholy,0
overwhelmed,32
pessimistic,1
unhappy,4
upset,67
outrage,29
ass,169
damn,157
covidiot,113
terrify,0
terrified,15
terrifying,18
distrust,8
scare,44
scared,65
scaring,2
dread,2
failed,111
failed,111
failure,101
fuck,370
fucking,299
miserable,7
regret,19
shock,44
shocked,34
negligence,13
betrayed,7
cry,28
crying,41
idiot,163
idiots,122
selfish,70
upheaval,0
mess,61
crisis,307
horrible,51
violence,63
abuse,66
rape,9
stupid,284
