words,ocurrences
panic,89
fear,302
sad,242
mental,347
mind,234
sorry,192
shame,131
hate,185
hell,211
bad,539
feel,390
feeling,116
shit,316
worst,333
worse,375
blame,199
lonely,4
chaos,40
mad,47
ruined,12
anxiety,105
stress,153
stressed,14
phobia,1
shame,131
hurt,56
disorder,17
loneliness,17
turmoil,3
anger,77
horror,23
rage,13
fate,10
nervous,16
restless,143
depression,55
grief,29
worry,124
worried,119
angst,0
depressed,11
suicide,58
suffer,114
suffering,207
uncertainty,52
uneasy,2
sadness,8
afraid,86
alone,211
suicidal,5
mood,13
tension,6
anxious,15
desperate,29
dismal,4
exhausted,29
insecure,3
distress,15
distressed,3
frustration,38
disgusting,85
boredom,3
bored,4
insane,81
stupidity,175
bullshit,107
uncertain,26
displeased,0
uncomfortable,19
melancholy,0
overwhelmed,40
pessimistic,1
unhappy,5
upset,35
outrage,16
ass,136
damn,172
covidiot,18
terrify,3
terrified,15
terrifying,40
distrust,19
scare,47
scared,94
scaring,4
dread,4
failed,158
failed,158
failure,165
fuck,239
fucking,213
miserable,9
regret,24
shock,189
shocked,51
negligence,44
betrayed,5
cry,36
crying,39
idiot,113
idiots,86
selfish,73
upheaval,2
mess,68
crisis,751
horrible,73
violence,147
abuse,98
rape,35
stupid,279
