words,ocurrences
panic,93
fear,644
sad,218
mental,396
mind,263
sorry,239
shame,176
hate,252
hell,290
bad,821
feel,536
feeling,210
shit,413
worst,347
worse,474
blame,248
lonely,19
chaos,267
mad,52
ruined,38
anxiety,126
stress,133
stressed,36
phobia,8
shame,176
hurt,61
disorder,113
loneliness,15
turmoil,2
anger,35
horror,27
rage,9
fate,12
nervous,26
restless,1
depression,68
grief,62
worry,177
worried,257
angst,3
depressed,27
suicide,84
suffer,144
suffering,251
uncertainty,84
uneasy,0
sadness,11
afraid,94
alone,231
suicidal,15
mood,30
tension,6
anxious,35
desperate,59
dismal,12
exhausted,32
insecure,11
distress,33
distressed,4
frustration,13
disgusting,115
boredom,2
bored,18
insane,58
stupidity,81
bullshit,182
uncertain,19
displeased,0
uncomfortable,12
melancholy,1
overwhelmed,62
pessimistic,3
unhappy,5
upset,35
outrage,16
ass,116
damn,173
covidiot,12
terrify,0
terrified,12
terrifying,29
distrust,17
scare,108
scared,87
scaring,13
dread,7
failed,332
failed,332
failure,267
fuck,376
fucking,316
miserable,34
regret,23
shock,54
shocked,51
negligence,46
betrayed,14
cry,56
crying,49
idiot,226
idiots,121
selfish,57
upheaval,4
mess,101
crisis,2536
horrible,60
violence,229
abuse,120
rape,9
stupid,303
