words,ocurrences
panic,43
fear,230
sad,142
mental,249
mind,208
sorry,163
shame,108
hate,190
hell,146
bad,561
feel,334
feeling,115
shit,214
worst,214
worse,353
blame,192
lonely,6
chaos,48
mad,45
ruined,12
anxiety,72
stress,116
stressed,15
phobia,0
shame,108
hurt,54
disorder,31
loneliness,12
turmoil,5
anger,30
horror,29
rage,12
fate,25
nervous,31
restless,0
depression,51
grief,29
worry,85
worried,103
angst,6
depressed,10
suicide,84
suffer,84
suffering,124
uncertainty,44
uneasy,3
sadness,3
afraid,54
alone,155
suicidal,5
mood,19
tension,2
anxious,15
desperate,26
dismal,3
exhausted,15
insecure,6
distress,24
distressed,1
frustration,14
disgusting,67
boredom,0
bored,5
insane,58
stupidity,48
bullshit,112
uncertain,23
displeased,1
uncomfortable,9
melancholy,0
overwhelmed,45
pessimistic,2
unhappy,10
upset,21
outrage,19
ass,93
damn,119
covidiot,41
terrify,2
terrified,7
terrifying,28
distrust,9
scare,25
scared,45
scaring,6
dread,4
failed,130
failed,130
failure,140
fuck,196
fucking,155
miserable,7
regret,10
shock,27
shocked,34
negligence,27
betrayed,3
cry,18
crying,27
idiot,98
idiots,69
selfish,47
upheaval,5
mess,47
crisis,646
horrible,38
violence,156
abuse,82
rape,11
stupid,214
