words,ocurrences
panic,91
fear,543
sad,440
mental,793
mind,375
sorry,537
shame,257
hate,367
hell,415
bad,979
feel,841
feeling,333
shit,577
worst,579
worse,658
blame,351
lonely,52
chaos,77
mad,103
ruined,27
anxiety,234
stress,273
stressed,57
phobia,10
shame,257
hurt,127
disorder,62
loneliness,172
turmoil,19
anger,42
horror,44
rage,27
fate,24
nervous,28
restless,3
depression,236
grief,154
worry,253
worried,216
angst,2
depressed,29
suicide,341
suffer,128
suffering,296
uncertainty,117
uneasy,3
sadness,38
afraid,178
alone,371
suicidal,13
mood,43
tension,12
anxious,77
desperate,237
dismal,5
exhausted,43
insecure,17
distress,38
distressed,11
frustration,111
disgusting,264
boredom,6
bored,25
insane,102
stupidity,102
bullshit,204
uncertain,55
displeased,3
uncomfortable,12
melancholy,1
overwhelmed,64
pessimistic,7
unhappy,10
upset,89
outrage,57
ass,227
damn,347
covidiot,32
terrify,1
terrified,26
terrifying,50
distrust,21
scare,79
scared,111
scaring,9
dread,6
failed,293
failed,293
failure,646
fuck,650
fucking,536
miserable,21
regret,35
shock,89
shocked,65
negligence,72
betrayed,12
cry,68
crying,57
idiot,163
idiots,164
selfish,110
upheaval,10
mess,134
crisis,1500
horrible,116
violence,232
abuse,125
rape,45
stupid,435
