words,ocurrences
panic,118
fear,417
sad,208
mental,159
mind,211
sorry,245
shame,94
hate,143
hell,208
bad,577
feel,452
feeling,156
shit,408
worst,227
worse,290
blame,215
lonely,13
chaos,80
mad,47
ruined,40
anxiety,50
stress,64
stressed,21
phobia,4
shame,94
hurt,62
disorder,20
loneliness,4
turmoil,4
anger,22
horror,12
rage,13
fate,15
nervous,14
restless,1
depression,31
grief,64
worry,136
worried,124
angst,3
depressed,11
suicide,49
suffer,87
suffering,161
uncertainty,41
uneasy,1
sadness,7
afraid,89
alone,200
suicidal,5
mood,18
tension,5
anxious,13
desperate,42
dismal,1
exhausted,30
insecure,2
distress,27
distressed,1
frustration,28
disgusting,76
boredom,2
bored,11
insane,74
stupidity,69
bullshit,106
uncertain,8
displeased,1
uncomfortable,11
melancholy,0
overwhelmed,110
pessimistic,1
unhappy,7
upset,24
outrage,11
ass,108
damn,274
covidiot,26
terrify,4
terrified,19
terrifying,30
distrust,24
scare,122
scared,101
scaring,3
dread,3
failed,175
failed,175
failure,157
fuck,434
fucking,271
miserable,15
regret,29
shock,95
shocked,34
negligence,29
betrayed,4
cry,39
crying,53
idiot,97
idiots,119
selfish,67
upheaval,1
mess,113
crisis,340
horrible,45
violence,39
abuse,42
rape,8
stupid,271
