words,ocurrences
panic,420
fear,610
sad,468
mental,1009
mind,474
sorry,310
shame,389
hate,357
hell,410
bad,724
feel,704
feeling,271
shit,593
worst,558
worse,564
blame,423
lonely,16
chaos,108
mad,120
ruined,53
anxiety,268
stress,275
stressed,58
phobia,16
shame,389
hurt,131
disorder,47
loneliness,30
turmoil,12
anger,57
horror,120
rage,32
fate,38
nervous,25
restless,2
depression,130
grief,84
worry,357
worried,241
angst,3
depressed,34
suicide,76
suffer,184
suffering,556
uncertainty,109
uneasy,3
sadness,25
afraid,173
alone,390
suicidal,7
mood,27
tension,14
anxious,48
desperate,108
dismal,4
exhausted,41
insecure,13
distress,60
distressed,15
frustration,25
disgusting,116
boredom,3
bored,17
insane,152
stupidity,95
bullshit,201
uncertain,59
displeased,1
uncomfortable,18
melancholy,0
overwhelmed,135
pessimistic,1
unhappy,10
upset,29
outrage,33
ass,142
damn,271
covidiot,32
terrify,1
terrified,36
terrifying,54
distrust,13
scare,67
scared,160
scaring,11
dread,2
failed,450
failed,450
failure,382
fuck,411
fucking,387
miserable,35
regret,37
shock,83
shocked,90
negligence,100
betrayed,42
cry,95
crying,74
idiot,191
idiots,177
selfish,82
upheaval,8
mess,126
crisis,2351
horrible,160
violence,301
abuse,154
rape,50
stupid,379
