words,ocurrences
panic,113
fear,554
sad,321
mental,712
mind,336
sorry,295
shame,462
hate,458
hell,365
bad,847
feel,935
feeling,330
shit,633
worst,521
worse,546
blame,359
lonely,61
chaos,105
mad,119
ruined,30
anxiety,183
stress,272
stressed,45
phobia,4
shame,462
hurt,147
disorder,46
loneliness,51
turmoil,18
anger,85
horror,30
rage,43
fate,26
nervous,41
restless,3
depression,102
grief,97
worry,241
worried,243
angst,5
depressed,16
suicide,84
suffer,189
suffering,348
uncertainty,110
uneasy,5
sadness,21
afraid,126
alone,415
suicidal,6
mood,51
tension,7
anxious,54
desperate,176
dismal,3
exhausted,53
insecure,8
distress,58
distressed,4
frustration,63
disgusting,141
boredom,11
bored,14
insane,93
stupidity,94
bullshit,273
uncertain,45
displeased,1
uncomfortable,31
melancholy,4
overwhelmed,49
pessimistic,0
unhappy,13
upset,95
outrage,64
ass,283
damn,372
covidiot,106
terrify,3
terrified,31
terrifying,17
distrust,18
scare,59
scared,110
scaring,9
dread,22
failed,390
failed,390
failure,696
fuck,643
fucking,683
miserable,20
regret,29
shock,85
shocked,91
negligence,84
betrayed,7
cry,77
crying,77
idiot,263
idiots,137
selfish,92
upheaval,6
mess,110
crisis,1612
horrible,103
violence,297
abuse,190
rape,27
stupid,530
