words,ocurrences
panic,404
fear,1899
sad,1425
mental,1154
mind,1066
sorry,991
shame,803
hate,1015
hell,1212
bad,2837
feel,2204
feeling,777
shit,2166
worst,1630
worse,2312
blame,1362
lonely,50
chaos,393
mad,300
ruined,133
anxiety,448
stress,594
stressed,120
phobia,5
shame,803
hurt,496
disorder,72
loneliness,69
turmoil,55
anger,180
horror,102
rage,85
fate,82
nervous,117
restless,7
depression,320
grief,97
worry,750
worried,785
angst,11
depressed,66
suicide,192
suffer,430
suffering,789
uncertainty,377
uneasy,7
sadness,46
afraid,631
alone,1017
suicidal,43
mood,112
tension,72
anxious,75
desperate,471
dismal,17
exhausted,79
insecure,30
distress,157
distressed,21
frustration,56
disgusting,381
boredom,25
bored,75
insane,384
stupidity,436
bullshit,636
uncertain,182
displeased,0
uncomfortable,90
melancholy,0
overwhelmed,266
pessimistic,18
unhappy,31
upset,141
outrage,193
ass,950
damn,1272
covidiot,265
terrify,15
terrified,107
terrifying,199
distrust,705
scare,262
scared,471
scaring,31
dread,12
failed,1443
failed,1443
failure,1307
fuck,1705
fucking,1754
miserable,65
regret,122
shock,237
shocked,320
negligence,265
betrayed,16
cry,138
crying,139
idiot,1049
idiots,588
selfish,386
upheaval,33
mess,522
crisis,6026
horrible,360
violence,508
abuse,327
rape,105
stupid,1879
