words,ocurrences
panic,114
fear,488
sad,329
mental,409
mind,285
sorry,283
shame,192
hate,236
hell,264
bad,743
feel,597
feeling,338
shit,501
worst,379
worse,477
blame,269
lonely,32
chaos,98
mad,84
ruined,75
anxiety,137
stress,140
stressed,43
phobia,6
shame,192
hurt,86
disorder,21
loneliness,30
turmoil,14
anger,49
horror,34
rage,34
fate,27
nervous,31
restless,4
depression,64
grief,50
worry,229
worried,200
angst,2
depressed,24
suicide,67
suffer,100
suffering,201
uncertainty,54
uneasy,4
sadness,12
afraid,131
alone,447
suicidal,10
mood,25
tension,25
anxious,31
desperate,48
dismal,12
exhausted,42
insecure,6
distress,51
distressed,5
frustration,37
disgusting,102
boredom,7
bored,30
insane,105
stupidity,119
bullshit,155
uncertain,40
displeased,0
uncomfortable,20
melancholy,2
overwhelmed,50
pessimistic,7
unhappy,7
upset,30
outrage,59
ass,158
damn,283
covidiot,28
terrify,4
terrified,17
terrifying,129
distrust,19
scare,70
scared,92
scaring,16
dread,3
failed,283
failed,283
failure,313
fuck,478
fucking,356
miserable,19
regret,30
shock,46
shocked,62
negligence,48
betrayed,9
cry,36
crying,94
idiot,189
idiots,154
selfish,140
upheaval,1
mess,151
crisis,1011
horrible,111
violence,126
abuse,88
rape,16
stupid,395
