words,ocurrences
panic,239
fear,1035
sad,966
mental,693
mind,648
sorry,661
shame,459
hate,600
hell,728
bad,1714
feel,1342
feeling,363
shit,1167
worst,968
worse,1385
blame,751
lonely,25
chaos,166
mad,206
ruined,97
anxiety,296
stress,395
stressed,78
phobia,5
shame,459
hurt,291
disorder,40
loneliness,34
turmoil,25
anger,205
horror,90
rage,57
fate,46
nervous,41
restless,4
depression,362
grief,120
worry,513
worried,425
angst,7
depressed,74
suicide,182
suffer,309
suffering,632
uncertainty,179
uneasy,9
sadness,30
afraid,274
alone,721
suicidal,10
mood,136
tension,38
anxious,85
desperate,210
dismal,14
exhausted,61
insecure,33
distress,66
distressed,11
frustration,57
disgusting,312
boredom,16
bored,43
insane,197
stupidity,272
bullshit,404
uncertain,93
displeased,0
uncomfortable,40
melancholy,3
overwhelmed,107
pessimistic,5
unhappy,15
upset,85
outrage,50
ass,490
damn,684
covidiot,162
terrify,5
terrified,51
terrifying,87
distrust,15
scare,177
scared,278
scaring,32
dread,16
failed,1206
failed,1206
failure,935
fuck,1084
fucking,988
miserable,35
regret,65
shock,120
shocked,140
negligence,148
betrayed,20
cry,117
crying,94
idiot,518
idiots,412
selfish,468
upheaval,7
mess,313
crisis,3303
horrible,209
violence,226
abuse,213
rape,694
stupid,1176
