words,ocurrences
panic,69
fear,359
sad,395
mental,322
mind,232
sorry,273
shame,172
hate,207
hell,279
bad,633
feel,509
feeling,199
shit,448
worst,291
worse,473
blame,271
lonely,13
chaos,83
mad,72
ruined,9
anxiety,131
stress,104
stressed,30
phobia,5
shame,172
hurt,71
disorder,20
loneliness,21
turmoil,48
anger,50
horror,31
rage,28
fate,29
nervous,31
restless,3
depression,61
grief,44
worry,336
worried,183
angst,0
depressed,17
suicide,43
suffer,111
suffering,188
uncertainty,93
uneasy,0
sadness,12
afraid,113
alone,188
suicidal,13
mood,47
tension,11
anxious,38
desperate,56
dismal,7
exhausted,33
insecure,5
distress,29
distressed,5
frustration,18
disgusting,200
boredom,2
bored,4
insane,91
stupidity,100
bullshit,153
uncertain,33
displeased,0
uncomfortable,30
melancholy,1
overwhelmed,111
pessimistic,4
unhappy,6
upset,48
outrage,72
ass,156
damn,274
covidiot,30
terrify,0
terrified,17
terrifying,34
distrust,15
scare,63
scared,90
scaring,6
dread,5
failed,264
failed,264
failure,323
fuck,384
fucking,338
miserable,5
regret,38
shock,38
shocked,63
negligence,58
betrayed,6
cry,34
crying,36
idiot,172
idiots,120
selfish,143
upheaval,7
mess,114
crisis,945
horrible,88
violence,135
abuse,74
rape,23
stupid,400
