words,ocurrences
panic,179
fear,630
sad,349
mental,619
mind,394
sorry,329
shame,335
hate,324
hell,347
bad,692
feel,1002
feeling,283
shit,646
worst,393
worse,434
blame,286
lonely,13
chaos,88
mad,96
ruined,48
anxiety,223
stress,204
stressed,35
phobia,6
shame,335
hurt,77
disorder,32
loneliness,25
turmoil,19
anger,49
horror,28
rage,31
fate,28
nervous,30
restless,2
depression,95
grief,78
worry,302
worried,280
angst,3
depressed,21
suicide,43
suffer,137
suffering,781
uncertainty,86
uneasy,2
sadness,18
afraid,141
alone,290
suicidal,8
mood,54
tension,13
anxious,152
desperate,107
dismal,4
exhausted,30
insecure,16
distress,66
distressed,13
frustration,15
disgusting,125
boredom,2
bored,7
insane,112
stupidity,127
bullshit,182
uncertain,61
displeased,0
uncomfortable,22
melancholy,1
overwhelmed,120
pessimistic,5
unhappy,5
upset,44
outrage,22
ass,174
damn,243
covidiot,36
terrify,3
terrified,18
terrifying,27
distrust,29
scare,69
scared,144
scaring,8
dread,6
failed,360
failed,360
failure,385
fuck,636
fucking,499
miserable,36
regret,47
shock,46
shocked,68
negligence,76
betrayed,5
cry,64
crying,88
idiot,170
idiots,194
selfish,96
upheaval,4
mess,118
crisis,1835
horrible,85
violence,257
abuse,145
rape,46
stupid,455
