words,ocurrences
panic,246
fear,941
sad,1342
mental,821
mind,817
sorry,775
shame,553
hate,769
hell,871
bad,1941
feel,1398
feeling,417
shit,1592
worst,1049
worse,1596
blame,693
lonely,40
chaos,217
mad,213
ruined,82
anxiety,294
stress,391
stressed,49
phobia,4
shame,553
hurt,235
disorder,85
loneliness,37
turmoil,24
anger,59
horror,170
rage,80
fate,54
nervous,37
restless,5
depression,204
grief,101
worry,427
worried,593
angst,6
depressed,42
suicide,183
suffer,378
suffering,693
uncertainty,85
uneasy,1
sadness,45
afraid,274
alone,786
suicidal,12
mood,46
tension,9
anxious,47
desperate,132
dismal,15
exhausted,187
insecure,28
distress,37
distressed,4
frustration,43
disgusting,429
boredom,17
bored,62
insane,303
stupidity,299
bullshit,437
uncertain,65
displeased,0
uncomfortable,39
melancholy,1
overwhelmed,507
pessimistic,7
unhappy,16
upset,86
outrage,84
ass,663
damn,1130
covidiot,82
terrify,11
terrified,70
terrifying,233
distrust,20
scare,166
scared,260
scaring,19
dread,6
failed,846
failed,846
failure,786
fuck,1687
fucking,1487
miserable,60
regret,116
shock,109
shocked,152
negligence,244
betrayed,10
cry,181
crying,167
idiot,616
idiots,567
selfish,548
upheaval,16
mess,264
crisis,2618
horrible,347
violence,727
abuse,198
rape,29
stupid,1183
