words,ocurrences
panic,136
fear,700
sad,494
mental,433
mind,383
sorry,493
shame,350
hate,273
hell,537
bad,1017
feel,811
feeling,301
shit,1175
worst,537
worse,781
blame,486
lonely,8
chaos,77
mad,110
ruined,37
anxiety,217
stress,166
stressed,35
phobia,3
shame,350
hurt,147
disorder,41
loneliness,15
turmoil,7
anger,69
horror,55
rage,51
fate,95
nervous,31
restless,1
depression,107
grief,51
worry,392
worried,286
angst,0
depressed,13
suicide,75
suffer,177
suffering,330
uncertainty,77
uneasy,0
sadness,10
afraid,331
alone,342
suicidal,13
mood,17
tension,16
anxious,57
desperate,95
dismal,5
exhausted,137
insecure,7
distress,60
distressed,8
frustration,27
disgusting,135
boredom,1
bored,15
insane,150
stupidity,230
bullshit,313
uncertain,62
displeased,1
uncomfortable,23
melancholy,1
overwhelmed,269
pessimistic,7
unhappy,7
upset,53
outrage,41
ass,350
damn,462
covidiot,59
terrify,0
terrified,35
terrifying,49
distrust,57
scare,118
scared,159
scaring,14
dread,7
failed,509
failed,509
failure,342
fuck,686
fucking,658
miserable,28
regret,100
shock,46
shocked,81
negligence,78
betrayed,8
cry,63
crying,46
idiot,395
idiots,264
selfish,249
upheaval,3
mess,276
crisis,3167
horrible,127
violence,217
abuse,342
rape,23
stupid,817
