words,ocurrences
panic,351
fear,1399
sad,803
mental,1066
mind,755
sorry,613
shame,603
hate,598
hell,718
bad,1509
feel,1297
feeling,416
shit,1197
worst,1214
worse,1135
blame,746
lonely,30
chaos,309
mad,192
ruined,129
anxiety,452
stress,548
stressed,103
phobia,15
shame,603
hurt,411
disorder,35
loneliness,61
turmoil,32
anger,78
horror,72
rage,68
fate,43
nervous,67
restless,8
depression,361
grief,82
worry,539
worried,667
angst,7
depressed,74
suicide,272
suffer,244
suffering,654
uncertainty,320
uneasy,10
sadness,20
afraid,368
alone,605
suicidal,23
mood,86
tension,44
anxious,121
desperate,138
dismal,20
exhausted,27
insecure,25
distress,216
distressed,11
frustration,43
disgusting,324
boredom,13
bored,41
insane,226
stupidity,184
bullshit,417
uncertain,147
displeased,2
uncomfortable,50
melancholy,0
overwhelmed,95
pessimistic,6
unhappy,12
upset,91
outrage,91
ass,410
damn,562
covidiot,68
terrify,9
terrified,81
terrifying,103
distrust,21
scare,158
scared,236
scaring,19
dread,7
failed,987
failed,987
failure,668
fuck,966
fucking,938
miserable,41
regret,102
shock,171
shocked,180
negligence,149
betrayed,44
cry,138
crying,115
idiot,302
idiots,271
selfish,158
upheaval,14
mess,249
crisis,3595
horrible,194
violence,661
abuse,193
rape,39
stupid,814
