words,ocurrences
panic,127
fear,1425
sad,481
mental,284
mind,291
sorry,420
shame,224
hate,286
hell,409
bad,987
feel,716
feeling,482
shit,645
worst,699
worse,774
blame,434
lonely,4
chaos,50
mad,84
ruined,30
anxiety,349
stress,334
stressed,55
phobia,5
shame,224
hurt,129
disorder,58
loneliness,11
turmoil,4
anger,60
horror,37
rage,51
fate,551
nervous,24
restless,4
depression,61
grief,80
worry,221
worried,266
angst,3
depressed,16
suicide,74
suffer,171
suffering,323
uncertainty,44
uneasy,1
sadness,6
afraid,307
alone,276
suicidal,4
mood,18
tension,4
anxious,21
desperate,62
dismal,5
exhausted,65
insecure,2
distress,28
distressed,6
frustration,15
disgusting,148
boredom,2
bored,23
insane,157
stupidity,185
bullshit,248
uncertain,33
displeased,0
uncomfortable,20
melancholy,0
overwhelmed,192
pessimistic,6
unhappy,18
upset,22
outrage,24
ass,265
damn,553
covidiot,61
terrify,2
terrified,37
terrifying,79
distrust,25
scare,115
scared,156
scaring,12
dread,9
failed,1123
failed,1123
failure,261
fuck,528
fucking,538
miserable,28
regret,162
shock,198
shocked,99
negligence,65
betrayed,8
cry,49
crying,42
idiot,230
idiots,267
selfish,161
upheaval,5
mess,82
crisis,1334
horrible,108
violence,155
abuse,97
rape,16
stupid,705
